"","Host","Amenity"
"1098",123,"Internet"
"1099",123,"Laptop friendly workspace"
"1100",123,"Essentials"
"1101",123,"Heating"
"1102",123,"Washer"
"1103",123,"TV"
"1104",123,"Kitchen"
"1105",123,"Wireless Internet"
"1106",124,"Internet"
"1107",124,"Laptop friendly workspace"
"1108",124,"Hair dryer"
"1109",124,"Iron"
"1110",124,"Essentials"
"1111",124,"Heating"
"1112",124,"Washer"
"1113",124,"Kitchen"
"1114",124,"Wireless Internet"
"1115",125,"Internet"
"1116",125,"Essentials"
"1117",125,"Heating"
"1118",125,"Kitchen"
"1119",125,"Wireless Internet"
"1120",126,"Breakfast"
"1121",126,"Internet"
"1122",126,"Dryer"
"1123",126,"Laptop friendly workspace"
"1124",126,"Hair dryer"
"1125",126,"Essentials"
"1126",126,"Hangers"
"1127",126,"Washer"
"1128",126,"TV"
"1129",126,"Kitchen"
"1130",126,"Wireless Internet"
"1131",127,"Free parking on premise"
"1132",127,"Internet"
"1133",127,"Hair dryer"
"1134",127,"Iron"
"1135",127,"Essentials"
"1136",127,"Hangers"
"1137",127,"Wheelchair accessible"
"1138",127,"Heating"
"1139",127,"Washer"
"1140",127,"TV"
"1141",127,"Kitchen"
"1142",127,"Wireless Internet"
"1143",128,"Free parking on premise"
"1144",128,"Internet"
"1145",128,"Dryer"
"1146",128,"Laptop friendly workspace"
"1147",128,"Pool"
"1148",128,"Hair dryer"
"1149",128,"Iron"
"1150",128,"Essentials"
"1151",128,"Hangers"
"1152",128,"Heating"
"1153",128,"Washer"
"1154",128,"TV"
"1155",128,"Kitchen"
"1156",128,"Private entrance"
"1157",128,"Wireless Internet"
"1158",129,"Internet"
"1159",129,"Dryer"
"1160",129,"Laptop friendly workspace"
"1161",129,"Hair dryer"
"1162",129,"Iron"
"1163",129,"Essentials"
"1164",129,"Hangers"
"1165",129,"Heating"
"1166",129,"Washer"
"1167",129,"TV"
"1168",129,"Kitchen"
"1169",129,"Wireless Internet"
"1170",130,"Internet"
"1171",130,"Laptop friendly workspace"
"1172",130,"Hair dryer"
"1173",130,"Essentials"
"1174",130,"Hangers"
"1175",130,"Heating"
"1176",130,"Kitchen"
"1177",130,"Wireless Internet"
"1178",131,"Internet"
"1179",131,"Laptop friendly workspace"
"1180",131,"Hair dryer"
"1181",131,"Heating"
"1182",131,"TV"
"1183",131,"Kitchen"
"1184",131,"Wireless Internet"
"1185",132,"Laptop friendly workspace"
"1186",132,"Hair dryer"
"1187",132,"Essentials"
"1188",132,"Hangers"
"1189",132,"Heating"
"1190",132,"TV"
"1191",132,"Kitchen"
"1192",133,"Free parking on premise"
"1193",133,"Cable TV"
"1194",133,"Internet"
"1195",133,"Dryer"
"1196",133,"Essentials"
"1197",133,"Hangers"
"1198",133,"Wheelchair accessible"
"1199",133,"Heating"
"1200",133,"TV"
"1201",133,"Kitchen"
"1202",133,"Wireless Internet"
"1203",134,"Cable TV"
"1204",134,"Internet"
"1205",134,"Laptop friendly workspace"
"1206",134,"Hair dryer"
"1207",134,"Iron"
"1208",134,"Essentials"
"1209",134,"Hangers"
"1210",134,"Heating"
"1211",134,"TV"
"1212",134,"Kitchen"
"1213",134,"Wireless Internet"
"1214",135,"Free parking on premise"
"1215",135,"Cable TV"
"1216",135,"Internet"
"1217",135,"Dryer"
"1218",135,"Laptop friendly workspace"
"1219",135,"Hair dryer"
"1220",135,"Essentials"
"1221",135,"Hangers"
"1222",135,"Heating"
"1223",135,"TV"
"1224",135,"Kitchen"
"1225",135,"Wireless Internet"
"1226",136,"Laptop friendly workspace"
"1227",136,"Essentials"
"1228",136,"Heating"
"1229",138,"Internet"
"1230",138,"Laptop friendly workspace"
"1231",138,"Hair dryer"
"1232",138,"Iron"
"1233",138,"Essentials"
"1234",138,"Heating"
"1235",138,"Washer"
"1236",138,"Kitchen"
"1237",138,"Wireless Internet"
"1238",139,"Cable TV"
"1239",139,"Internet"
"1240",139,"Laptop friendly workspace"
"1241",139,"Hair dryer"
"1242",139,"Essentials"
"1243",139,"Hangers"
"1244",139,"Heating"
"1245",139,"TV"
"1246",139,"Kitchen"
"1247",139,"Wireless Internet"
"1248",140,"Cable TV"
"1249",140,"Internet"
"1250",140,"Dryer"
"1251",140,"Heating"
"1252",140,"Washer"
"1253",140,"TV"
"1254",140,"Kitchen"
"1255",140,"Wireless Internet"
"1256",141,"Free parking on premise"
"1257",141,"Cable TV"
"1258",141,"Internet"
"1259",141,"Laptop friendly workspace"
"1260",141,"Hair dryer"
"1261",141,"Iron"
"1262",141,"Essentials"
"1263",141,"Hangers"
"1264",141,"Wheelchair accessible"
"1265",141,"Heating"
"1266",141,"TV"
"1267",141,"Kitchen"
"1268",141,"Wireless Internet"
"1269",142,"Internet"
"1270",142,"Heating"
"1271",142,"Wireless Internet"
"1272",143,"Cable TV"
"1273",143,"Internet"
"1274",143,"Dryer"
"1275",143,"Essentials"
"1276",143,"Heating"
"1277",143,"Washer"
"1278",143,"TV"
"1279",143,"Kitchen"
"1280",143,"Wireless Internet"
"1281",144,"Free parking on premise"
"1282",144,"Internet"
"1283",144,"Laptop friendly workspace"
"1284",144,"Hair dryer"
"1285",144,"Iron"
"1286",144,"Essentials"
"1287",144,"Hangers"
"1288",144,"Heating"
"1289",144,"Washer"
"1290",144,"Kitchen"
"1291",144,"Wireless Internet"
"1292",145,"Internet"
"1293",145,"Laptop friendly workspace"
"1294",145,"Hair dryer"
"1295",145,"Iron"
"1296",145,"Essentials"
"1297",145,"Heating"
"1298",145,"Washer"
"1299",145,"Kitchen"
"1300",145,"Wireless Internet"
"1301",146,"Cable TV"
"1302",146,"Internet"
"1303",146,"Essentials"
"1304",146,"Heating"
"1305",146,"Washer"
"1306",146,"TV"
"1307",146,"Wireless Internet"
"1308",147,"Breakfast"
"1309",147,"Internet"
"1310",147,"Dryer"
"1311",147,"Laptop friendly workspace"
"1312",147,"Hair dryer"
"1313",147,"Iron"
"1314",147,"Suitable for events"
"1315",147,"Essentials"
"1316",147,"Hangers"
"1317",147,"Heating"
"1318",147,"Washer"
"1319",147,"TV"
"1320",147,"Wireless Internet"
"1321",148,"Cable TV"
"1322",148,"Internet"
"1323",148,"Laptop friendly workspace"
"1324",148,"Iron"
"1325",148,"Essentials"
"1326",148,"Hangers"
"1327",148,"Heating"
"1328",148,"TV"
"1329",148,"Kitchen"
"1330",148,"Wireless Internet"
"1331",148,"Game console"
"1332",148,"Bathtub"
"1333",149,"Internet"
"1334",149,"Laptop friendly workspace"
"1335",149,"Hair dryer"
"1336",149,"Iron"
"1337",149,"Essentials"
"1338",149,"Hangers"
"1339",149,"Heating"
"1340",149,"Washer"
"1341",149,"TV"
"1342",149,"Kitchen"
"1343",149,"Wireless Internet"
"1344",150,"Internet"
"1345",150,"Hair dryer"
"1346",150,"Essentials"
"1347",150,"Hangers"
"1348",150,"Heating"
"1349",150,"Kitchen"
"1350",150,"Wireless Internet"
"1351",151,"Internet"
"1352",151,"Heating"
"1353",151,"Kitchen"
"1354",152,"Internet"
"1355",152,"Essentials"
"1356",152,"Heating"
"1357",152,"Kitchen"
"1358",152,"Wireless Internet"
"1359",153,"Internet"
"1360",153,"Hair dryer"
"1361",153,"Iron"
"1362",153,"Hangers"
"1363",153,"Heating"
"1364",153,"Washer"
"1365",153,"TV"
"1366",153,"Kitchen"
"1367",153,"Wireless Internet"
"1368",154,"Internet"
"1369",154,"Heating"
"1370",154,"Washer"
"1371",154,"Kitchen"
"1372",154,"Wireless Internet"
"1373",156,"Breakfast"
"1374",156,"Internet"
"1375",156,"Dryer"
"1376",156,"Essentials"
"1377",156,"Heating"
"1378",156,"Washer"
"1379",156,"TV"
"1380",156,"Kitchen"
"1381",156,"Wireless Internet"
"1382",157,"Cable TV"
"1383",157,"Internet"
"1384",157,"Dryer"
"1385",157,"Essentials"
"1386",157,"Heating"
"1387",157,"Washer"
"1388",157,"TV"
"1389",157,"Kitchen"
"1390",157,"Wireless Internet"
"1391",158,"Free parking on premise"
"1392",158,"Internet"
"1393",158,"Dryer"
"1394",158,"Laptop friendly workspace"
"1395",158,"Pool"
"1396",158,"Hair dryer"
"1397",158,"Iron"
"1398",158,"Essentials"
"1399",158,"Hangers"
"1400",158,"Heating"
"1401",158,"Washer"
"1402",158,"TV"
"1403",158,"Kitchen"
"1404",158,"Private entrance"
"1405",158,"Wireless Internet"
"1406",159,"Internet"
"1407",159,"Dryer"
"1408",159,"Laptop friendly workspace"
"1409",159,"Hair dryer"
"1410",159,"Iron"
"1411",159,"Essentials"
"1412",159,"Hangers"
"1413",159,"Heating"
"1414",159,"Washer"
"1415",159,"Kitchen"
"1416",159,"Wireless Internet"
"1417",160,"Internet"
"1418",160,"Laptop friendly workspace"
"1419",160,"Essentials"
"1420",160,"Kitchen"
"1421",160,"Wireless Internet"
"1422",162,"Free parking on premise"
"1423",162,"Internet"
"1424",162,"Dryer"
"1425",162,"Laptop friendly workspace"
"1426",162,"Essentials"
"1427",162,"Wheelchair accessible"
"1428",162,"Heating"
"1429",162,"Washer"
"1430",162,"TV"
"1431",162,"Kitchen"
"1432",162,"Wireless Internet"
"1433",163,"Cable TV"
"1434",163,"Internet"
"1435",163,"Laptop friendly workspace"
"1436",163,"Hair dryer"
"1437",163,"Iron"
"1438",163,"Essentials"
"1439",163,"Hangers"
"1440",163,"Heating"
"1441",163,"Washer"
"1442",163,"TV"
"1443",163,"Kitchen"
"1444",163,"Wireless Internet"
"1445",164,"Internet"
"1446",164,"Dryer"
"1447",164,"Laptop friendly workspace"
"1448",164,"Essentials"
"1449",164,"Hangers"
"1450",164,"Heating"
"1451",164,"Washer"
"1452",164,"TV"
"1453",164,"Kitchen"
"1454",164,"Wireless Internet"
"1455",165,"Internet"
"1456",165,"Essentials"
"1457",165,"TV"
"1458",165,"Kitchen"
"1459",165,"Wireless Internet"
"1460",166,"Cable TV"
"1461",166,"Internet"
"1462",166,"Laptop friendly workspace"
"1463",166,"Hair dryer"
"1464",166,"Iron"
"1465",166,"Essentials"
"1466",166,"Hangers"
"1467",166,"Wheelchair accessible"
"1468",166,"Heating"
"1469",166,"TV"
"1470",166,"Kitchen"
"1471",166,"Wireless Internet"
"1472",167,"Internet"
"1473",167,"Laptop friendly workspace"
"1474",167,"Hair dryer"
"1475",167,"Essentials"
"1476",167,"Hangers"
"1477",167,"Heating"
"1478",167,"Wireless Internet"
"1479",168,"Cable TV"
"1480",168,"Internet"
"1481",168,"Laptop friendly workspace"
"1482",168,"Hair dryer"
"1483",168,"Iron"
"1484",168,"Essentials"
"1485",168,"Hangers"
"1486",168,"Heating"
"1487",168,"Washer"
"1488",168,"TV"
"1489",168,"Kitchen"
"1490",168,"Wireless Internet"
"1491",169,"Cable TV"
"1492",169,"Internet"
"1493",169,"Essentials"
"1494",169,"Heating"
"1495",169,"TV"
"1496",169,"Kitchen"
"1497",169,"Wireless Internet"
"1498",170,"Internet"
"1499",170,"Dryer"
"1500",170,"Laptop friendly workspace"
"1501",170,"Essentials"
"1502",170,"Hangers"
"1503",170,"Heating"
"1504",170,"Washer"
"1505",170,"TV"
"1506",170,"Kitchen"
"1507",170,"Wireless Internet"
"1508",171,"Cable TV"
"1509",171,"Internet"
"1510",171,"Dryer"
"1511",171,"Laptop friendly workspace"
"1512",171,"Essentials"
"1513",171,"Heating"
"1514",171,"Washer"
"1515",171,"TV"
"1516",171,"Kitchen"
"1517",171,"Wireless Internet"
"1518",172,"Cable TV"
"1519",172,"Internet"
"1520",172,"Laptop friendly workspace"
"1521",172,"Hair dryer"
"1522",172,"Iron"
"1523",172,"Essentials"
"1524",172,"Hangers"
"1525",172,"Heating"
"1526",172,"TV"
"1527",172,"Kitchen"
"1528",172,"Private entrance"
"1529",172,"Wireless Internet"
"1530",172,"Game console"
"1531",173,"Free parking on premise"
"1532",173,"Internet"
"1533",173,"Laptop friendly workspace"
"1534",173,"Hair dryer"
"1535",173,"Iron"
"1536",173,"Essentials"
"1537",173,"Hangers"
"1538",173,"Wheelchair accessible"
"1539",173,"Heating"
"1540",173,"Washer"
"1541",173,"TV"
"1542",173,"Kitchen"
"1543",173,"Wireless Internet"
"1544",173,"High chair"
"1545",173,"Outlet covers"
"1546",173,"Crib"
"1547",174,"Internet"
"1548",174,"Laptop friendly workspace"
"1549",174,"Hair dryer"
"1550",174,"Iron"
"1551",174,"Essentials"
"1552",174,"Hangers"
"1553",174,"Heating"
"1554",174,"Wireless Internet"
"1555",175,"Cable TV"
"1556",175,"Internet"
"1557",175,"Dryer"
"1558",175,"Laptop friendly workspace"
"1559",175,"Essentials"
"1560",175,"Hangers"
"1561",175,"Heating"
"1562",175,"Washer"
"1563",175,"TV"
"1564",175,"Kitchen"
"1565",175,"Wireless Internet"
"1566",176,"Cable TV"
"1567",176,"Internet"
"1568",176,"Dryer"
"1569",176,"Laptop friendly workspace"
"1570",176,"Hair dryer"
"1571",176,"Iron"
"1572",176,"Essentials"
"1573",176,"Hangers"
"1574",176,"Heating"
"1575",176,"Washer"
"1576",176,"TV"
"1577",176,"Kitchen"
"1578",176,"Wireless Internet"
"1579",177,"Internet"
"1580",177,"Dryer"
"1581",177,"Laptop friendly workspace"
"1582",177,"Hair dryer"
"1583",177,"Iron"
"1584",177,"Suitable for events"
"1585",177,"Essentials"
"1586",177,"Hangers"
"1587",177,"Heating"
"1588",177,"TV"
"1589",177,"Kitchen"
"1590",177,"Wireless Internet"
"1591",178,"Internet"
"1592",178,"Dryer"
"1593",178,"Laptop friendly workspace"
"1594",178,"Iron"
"1595",178,"Essentials"
"1596",178,"Hangers"
"1597",178,"Heating"
"1598",178,"Washer"
"1599",178,"TV"
"1600",178,"Kitchen"
"1601",178,"Wireless Internet"
"1602",179,"Cable TV"
"1603",179,"Internet"
"1604",179,"Laptop friendly workspace"
"1605",179,"Hair dryer"
"1606",179,"Iron"
"1607",179,"Essentials"
"1608",179,"Hangers"
"1609",179,"Heating"
"1610",179,"Washer"
"1611",179,"TV"
"1612",179,"Kitchen"
"1613",179,"Wireless Internet"
"1614",179,"Babysitter recommendations"
"1615",179,"Bathtub"
"1616",180,"Cable TV"
"1617",180,"Internet"
"1618",180,"Dryer"
"1619",180,"Laptop friendly workspace"
"1620",180,"Hair dryer"
"1621",180,"Iron"
"1622",180,"Essentials"
"1623",180,"Hangers"
"1624",180,"Heating"
"1625",180,"Washer"
"1626",180,"TV"
"1627",180,"Kitchen"
"1628",180,"Wireless Internet"
"1629",180,"Babysitter recommendations"
"1630",180,"Bathtub"
"1631",180,"Window guards"
"1632",181,"Internet"
"1633",181,"Laptop friendly workspace"
"1634",181,"Hair dryer"
"1635",181,"Iron"
"1636",181,"Essentials"
"1637",181,"Heating"
"1638",181,"Washer"
"1639",181,"TV"
"1640",181,"Kitchen"
"1641",181,"Wireless Internet"
"1642",182,"Internet"
"1643",182,"Laptop friendly workspace"
"1644",182,"Hair dryer"
"1645",182,"Iron"
"1646",182,"Essentials"
"1647",182,"Hangers"
"1648",182,"Heating"
"1649",182,"TV"
"1650",182,"Kitchen"
"1651",182,"Private entrance"
"1652",182,"Wireless Internet"
"1653",183,"Internet"
"1654",183,"Laptop friendly workspace"
"1655",183,"Hair dryer"
"1656",183,"Iron"
"1657",183,"Essentials"
"1658",183,"Hangers"
"1659",183,"Heating"
"1660",183,"TV"
"1661",183,"Kitchen"
"1662",183,"Wireless Internet"
"1663",184,"Internet"
"1664",184,"Hair dryer"
"1665",184,"Essentials"
"1666",184,"Hangers"
"1667",184,"Heating"
"1668",184,"Washer"
"1669",184,"TV"
"1670",184,"Kitchen"
"1671",184,"Wireless Internet"
"1672",185,"Internet"
"1673",185,"Dryer"
"1674",185,"Laptop friendly workspace"
"1675",185,"Iron"
"1676",185,"Essentials"
"1677",185,"Hangers"
"1678",185,"Heating"
"1679",185,"Washer"
"1680",185,"TV"
"1681",185,"Kitchen"
"1682",185,"Wireless Internet"
"1683",186,"Internet"
"1684",186,"Essentials"
"1685",186,"Heating"
"1686",187,"Cable TV"
"1687",187,"Internet"
"1688",187,"Laptop friendly workspace"
"1689",187,"Hair dryer"
"1690",187,"Iron"
"1691",187,"Essentials"
"1692",187,"Hangers"
"1693",187,"Wheelchair accessible"
"1694",187,"Heating"
"1695",187,"Washer"
"1696",187,"TV"
"1697",187,"Kitchen"
"1698",187,"Wireless Internet"
"1699",188,"Cable TV"
"1700",188,"Internet"
"1701",188,"Laptop friendly workspace"
"1702",188,"Iron"
"1703",188,"Essentials"
"1704",188,"Hangers"
"1705",188,"Heating"
"1706",188,"TV"
"1707",188,"Kitchen"
"1708",188,"Wireless Internet"
"1709",189,"Essentials"
"1710",189,"Hangers"
"1711",189,"Heating"
"1712",189,"Washer"
"1713",189,"Kitchen"
"1714",189,"Private entrance"
"1715",190,"Free parking on premise"
"1716",190,"Cable TV"
"1717",190,"Internet"
"1718",190,"Dryer"
"1719",190,"Laptop friendly workspace"
"1720",190,"Hair dryer"
"1721",190,"Iron"
"1722",190,"Essentials"
"1723",190,"Hangers"
"1724",190,"Heating"
"1725",190,"Washer"
"1726",190,"TV"
"1727",190,"Kitchen"
"1728",190,"Private entrance"
"1729",190,"Wireless Internet"
"1730",190,"High chair"
"1731",190,"Babysitter recommendations"
"1732",190,"Bathtub"
"1733",190,"Stair gates"
"1734",191,"Cable TV"
"1735",191,"Internet"
"1736",191,"Dryer"
"1737",191,"Essentials"
"1738",191,"Hangers"
"1739",191,"Heating"
"1740",191,"Washer"
"1741",191,"TV"
"1742",191,"Kitchen"
"1743",191,"Wireless Internet"
"1744",192,"Breakfast"
"1745",192,"Cable TV"
"1746",192,"Internet"
"1747",192,"Laptop friendly workspace"
"1748",192,"Hair dryer"
"1749",192,"Iron"
"1750",192,"Essentials"
"1751",192,"Hangers"
"1752",192,"Heating"
"1753",192,"Washer"
"1754",192,"TV"
"1755",192,"Kitchen"
"1756",192,"Wireless Internet"
"1757",193,"Cable TV"
"1758",193,"Internet"
"1759",193,"Dryer"
"1760",193,"Laptop friendly workspace"
"1761",193,"Hair dryer"
"1762",193,"Iron"
"1763",193,"Essentials"
"1764",193,"Hangers"
"1765",193,"Heating"
"1766",193,"Washer"
"1767",193,"TV"
"1768",193,"Kitchen"
"1769",193,"Wireless Internet"
"1770",194,"Breakfast"
"1771",194,"Free parking on premise"
"1772",194,"Internet"
"1773",194,"Dryer"
"1774",194,"Hair dryer"
"1775",194,"Iron"
"1776",194,"Essentials"
"1777",194,"Hangers"
"1778",194,"Heating"
"1779",194,"Washer"
"1780",194,"TV"
"1781",194,"Kitchen"
"1782",194,"Private entrance"
"1783",194,"Wireless Internet"
"1784",195,"Breakfast"
"1785",195,"Cable TV"
"1786",195,"Internet"
"1787",195,"Dryer"
"1788",195,"Laptop friendly workspace"
"1789",195,"Hair dryer"
"1790",195,"Iron"
"1791",195,"Essentials"
"1792",195,"Hangers"
"1793",195,"Heating"
"1794",195,"Washer"
"1795",195,"TV"
"1796",195,"Kitchen"
"1797",195,"Wireless Internet"
"1798",195,"High chair"
"1799",195,"Bathtub"
"1800",195,"Room-darkening shades"
"1801",196,"Internet"
"1802",196,"Essentials"
"1803",196,"Heating"
"1804",196,"Washer"
"1805",196,"TV"
"1806",196,"Kitchen"
"1807",196,"Wireless Internet"
"1808",197,"Internet"
"1809",197,"Laptop friendly workspace"
"1810",197,"Hair dryer"
"1811",197,"Iron"
"1812",197,"Essentials"
"1813",197,"Hangers"
"1814",197,"Heating"
"1815",197,"Washer"
"1816",197,"TV"
"1817",197,"Kitchen"
"1818",197,"Private entrance"
"1819",197,"Wireless Internet"
"1820",198,"Internet"
"1821",198,"Laptop friendly workspace"
"1822",198,"Iron"
"1823",198,"Essentials"
"1824",198,"Hangers"
"1825",198,"Heating"
"1826",198,"Kitchen"
"1827",198,"Wireless Internet"
"1828",199,"Internet"
"1829",199,"Dryer"
"1830",199,"Laptop friendly workspace"
"1831",199,"Essentials"
"1832",199,"Heating"
"1833",199,"Washer"
"1834",199,"TV"
"1835",199,"Kitchen"
"1836",199,"Wireless Internet"
"1837",200,"Internet"
"1838",200,"Dryer"
"1839",200,"Laptop friendly workspace"
"1840",200,"Hair dryer"
"1841",200,"Iron"
"1842",200,"Essentials"
"1843",200,"Hangers"
"1844",200,"Heating"
"1845",200,"Washer"
"1846",200,"Kitchen"
"1847",200,"Wireless Internet"
"1848",201,"Internet"
"1849",201,"Laptop friendly workspace"
"1850",201,"Hair dryer"
"1851",201,"Essentials"
"1852",201,"Hangers"
"1853",201,"Heating"
"1854",201,"Kitchen"
"1855",201,"Wireless Internet"
"1856",202,"Cable TV"
"1857",202,"Internet"
"1858",202,"Dryer"
"1859",202,"Laptop friendly workspace"
"1860",202,"Hair dryer"
"1861",202,"Iron"
"1862",202,"Essentials"
"1863",202,"Hangers"
"1864",202,"Heating"
"1865",202,"Washer"
"1866",202,"TV"
"1867",202,"Kitchen"
"1868",202,"Wireless Internet"
"1869",203,"Cable TV"
"1870",203,"Internet"
"1871",203,"Laptop friendly workspace"
"1872",203,"Hair dryer"
"1873",203,"Iron"
"1874",203,"Essentials"
"1875",203,"Hangers"
"1876",203,"Heating"
"1877",203,"Washer"
"1878",203,"TV"
"1879",203,"Kitchen"
"1880",203,"Wireless Internet"
"1881",204,"Internet"
"1882",204,"Laptop friendly workspace"
"1883",204,"Hair dryer"
"1884",204,"Iron"
"1885",204,"Essentials"
"1886",204,"Hangers"
"1887",204,"Heating"
"1888",204,"Washer"
"1889",204,"TV"
"1890",204,"Kitchen"
"1891",204,"Wireless Internet"
"1892",205,"Internet"
"1893",205,"Laptop friendly workspace"
"1894",205,"Hair dryer"
"1895",205,"Essentials"
"1896",205,"Hangers"
"1897",205,"Heating"
"1898",205,"Kitchen"
"1899",205,"Wireless Internet"
"1900",206,"Cable TV"
"1901",206,"Internet"
"1902",206,"Dryer"
"1903",206,"Laptop friendly workspace"
"1904",206,"Doorman"
"1905",206,"Essentials"
"1906",206,"Hangers"
"1907",206,"Heating"
"1908",206,"Washer"
"1909",206,"TV"
"1910",206,"Kitchen"
"1911",206,"Wireless Internet"
"1912",207,"Breakfast"
"1913",207,"Cable TV"
"1914",207,"Internet"
"1915",207,"Dryer"
"1916",207,"Hair dryer"
"1917",207,"Iron"
"1918",207,"Essentials"
"1919",207,"Hangers"
"1920",207,"Heating"
"1921",207,"Washer"
"1922",207,"TV"
"1923",207,"Kitchen"
"1924",207,"Private entrance"
"1925",207,"Wireless Internet"
"1926",208,"Free parking on premise"
"1927",208,"Cable TV"
"1928",208,"Internet"
"1929",208,"Dryer"
"1930",208,"Laptop friendly workspace"
"1931",208,"Hair dryer"
"1932",208,"Iron"
"1933",208,"Essentials"
"1934",208,"Hangers"
"1935",208,"Heating"
"1936",208,"Washer"
"1937",208,"TV"
"1938",208,"Kitchen"
"1939",208,"Wireless Internet"
"1940",209,"Internet"
"1941",209,"Laptop friendly workspace"
"1942",209,"Essentials"
"1943",209,"Heating"
"1944",209,"Kitchen"
"1945",209,"Wireless Internet"
"1946",210,"Internet"
"1947",210,"Hair dryer"
"1948",210,"Essentials"
"1949",210,"Heating"
"1950",210,"Kitchen"
"1951",210,"Wireless Internet"
"1952",211,"Internet"
"1953",211,"Laptop friendly workspace"
"1954",211,"Hair dryer"
"1955",211,"Iron"
"1956",211,"Essentials"
"1957",211,"Hangers"
"1958",211,"Heating"
"1959",211,"Kitchen"
"1960",211,"Wireless Internet"
"1961",212,"Cable TV"
"1962",212,"Internet"
"1963",212,"Dryer"
"1964",212,"Laptop friendly workspace"
"1965",212,"Hair dryer"
"1966",212,"Iron"
"1967",212,"Essentials"
"1968",212,"Hangers"
"1969",212,"Heating"
"1970",212,"Washer"
"1971",212,"TV"
"1972",212,"Kitchen"
"1973",212,"Wireless Internet"
"1974",213,"Breakfast"
"1975",213,"Cable TV"
"1976",213,"Internet"
"1977",213,"Dryer"
"1978",213,"Laptop friendly workspace"
"1979",213,"Hair dryer"
